,title,author,year,url,abstract,Unnamed: 0
434,Social network analysis: An introduction,"['A Marin', 'B Wellman']",2011,https://www.torrossa.com/gs/resourceProxy?an=4913739&publisher=FZ7200#page=30,perspective rather than as the defining feature of network analysis. In our concluding section  we argue that social network analysis is best understood as a perspective within the social,
435,Influencer marketing,"['D Brown', 'N Hayes']",2008,https://www.taylorfrancis.com/books/mono/10.4324/9780080557700/influencer-marketing-duncan-brown-nick-hayes,"of word of mouth (WOM) and relationship marketing, and is now established as one of the   marketing and sales this book will be an essential analysis of how to identify who has influence",
436,Online influencer marketing,"['FF Leung', 'FF Gu', 'RW Palmatier']",2022,https://link.springer.com/article/10.1007/s11747-021-00829-4/?utm_medium=external_display&utm_source=sciencenet&utm_content=null&utm_term=null&utm_campaign=CONR_ALLPR_AWA1_AP_CNPL_0031Y_HLT23,"When you do influencer marketing at scale, it is inevitable that some influencers you work   The key here is how companies can quickly test and experiment, identify influencers whose",
437,Instafamous and social media influencer marketing,"['SV Jin', 'A Muqaddam', 'E Ryu']",2019,https://www.emerald.com/insight/content/doi/10.1108/MIP-09-2018-0375/full/html,"perspective of marketing planning, the findings speak to the power of influencer marketing as   Originality/value – The paper discusses theoretical implications for the marketing literature",
438,Understanding digital content marketing,['J Rowley'],2008,https://www.tandfonline.com/doi/abs/10.1362/026725708X325977,marketing concept of “customer value”. The consequences for stakeholders in the digital  content  on the digital content marketplace and digital content marketing. The approach taken to,
439,Content marketing in der praxis,['C Hilker'],2017,https://link.springer.com/content/pdf/10.1007/978-3-658-13883-7.pdf,Content Marketing hat sich in den letzten Jahren als  likationen zum Thema wurde Content  Marketing oft als eine Art „Hype“  Mit Content Marketing können Unternehmen markengerecht,
440,The role of content marketing in social media content communities,['C Du Plessis'],2017,https://journals.co.za/doi/abs/10.4102/sajim.v19i1.866,of content marketing practitioners’ use of social media content  delineates content marketing’s  role in social media content  clarity between content and social media marketing when,
441,User experience and experience design,['M Hassenzahl'],2013,https://www.researchgate.net/profile/Marc-Hassenzahl/publication/259823352_User_Experience_and_Experience_Design/links/56a7352d08ae997e22bbc807/User-Experience-and-Experience-Design.pdf,can be a remedy to this by bringing experience to the fore. I then discuss Experience and  User Experience to flesh out a view which has the potential to advance the way we will design,
442,User experience design,"['Y Earnshaw', 'AA Tawfik', 'M Schmidt']",2017,https://pressbooks.pub/lidtfoundations/chapter/user-experience-design/,"field of instructional design and explored how to approach interface design from the  perspectives of usability, UX, and UCD. Moreover, we have provided examples of iterative design",
443,A Project Guide to UX Design: For user experience designers in the field or in the making,"['R Unger', 'C Chandler']",2023,https://books.google.com/books?hl=en&lr=&id=wsHWEAAAQBAJ&oi=fnd&pg=PT18&dq=User+Experience+Design&ots=Bt5uzyTeHt&sig=WhpzQdDrZLClIGnypO-n1bSFQTM,"All of which A Project Guide to UX Design offers. Future UXers, be happy that Russ and  Carolyn have refreshed this great launchpad into user experience design. Use it well.",
444,Trends in mobile application development,"['A Holzer', 'J Ondrus']",2009,https://link.springer.com/chapter/10.1007/978-3-642-03569-2_6,"the current mobile development platforms from the point of view of individual mobile application   First, the developer uses development tools to build its mobile application. Second, the",
445,Android based mobile application development and its security,"['S Holla', 'MM Katti']",2012,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7ccdfdd3138014400a854954325d54dbb7447ead,"are a rapidly growing segment of the global mobile market. Mobile applications are evolving  at a  In this paper, Android mobile platform for the mobile application development, layered",
446,Professional mobile application development,"['J McWherter', 'S Gowell']",2012,https://books.google.com/books?hl=en&lr=&id=S7CIlnNkg8UC&oi=fnd&pg=PR23&dq=Mobile+Application+Development&ots=03alYgkMnq&sig=e3EviPzKVs0UG74x_RoqN0lyS4M,"mobile development; we hope to give you the information and tools to start down the best path  to develop a mobile application should develop a mobile app, and when a mobile website",
447,PHP and MySQL Web development,"['L Welling', 'L Thomson']",2003,https://books.google.com/books?hl=en&lr=&id=G4dTRyvpfhoC&oi=fnd&pg=PA1&dq=Web+Development&ots=TIFklFhlod&sig=I4z8ibqK0bJkuJE7N0ZBITmeWIg,"of HTML and have done some programming in a modern programming language before, but   commercial Web site. You might already be working in another Web development language",
448,User-centered Web development,['J Lazar'],2001,https://books.google.com/books?hl=en&lr=&id=wrIkWmtt-soC&oi=fnd&pg=PR3&dq=Web+Development&ots=TPsdzoopBk&sig=FpH3dwhNSlTto_daSJHW5GT4sw8,"study the process of web site development. In addition, this book can be useful for those in  the web development industry who want to include users in the development process but are",
449,Evolutionary web development,['A Scharl'],2012,https://books.google.com/books?hl=en&lr=&id=Lvb2BwAAQBAJ&oi=fnd&pg=PA1&dq=Web+Development&ots=ZjHc74UjmD&sig=dnrxugngLnOl20w6qnWonkHeg8s,"commerce, the World Wide Web is increasingly pervasive in  a uniform purpose for Web  information systems. Accordingly,  for analyzing and developing Web information systems that",
450,UI/UX design web-based learning application using design thinking method,"['WSL Nasution', 'P Nusa']",2021,https://sainsmat.org/index.php/jetech/article/view/532,"developed a prototype of the UI/UX design of a web-based  the design thinking method  was used to develop a UI/UX design  , and user satisfaction with the UI/UX design prototype",
451,UI/UX design of educational on-line courses,"['KV Vlasenko', 'IV Lovianova', 'SV Volkov']",2022,https://acnsci.org/journal/index.php/cte/article/view/114,"UI/UX design, applied when creating educational systems, as well as of research papers  that study user interface (UI) usability and evaluate user experience (UX) in designing  -design",
452,Introduction to UI/UX design: key concepts and principles,['N Hamidli'],2023,https://www.academia.edu/download/99497290/nnesirr.pdf,"concepts and principles of UI/UX design. It begins by defining UI/UX design and discussing  its  concepts and principles of UI/UX design, including user-centered design, usability, visual",
453,Cloud-native applications,"['D Gannon', 'R Barga', 'N Sundaresan']",2017,https://ieeexplore.ieee.org/abstract/document/8125550/,future of cloud applications. We begin by discussing the basic properties that many cloud-native  apps have in  The most frequently cited properties of cloudnative include the following.,
454,Understanding cloud-native applications after 10 years of cloud computing-a systematic mapping study,"['N Kratzke', 'PC Quint']",2017,https://www.sciencedirect.com/science/article/pii/S0164121217300018,"research papers covering “cloud-native” topics, research  cloud-native application engineering  approaches. Furthermore, we provide a definition for the term “cloud-native application”",
455,"Self-managing cloud-native applications: Design, implementation, and experience","['G Toffetti', 'S Brunner', 'M Blöchlinger', 'J Spillner']",2017,https://www.sciencedirect.com/science/article/pii/S0167739X16302977,"the main characteristics of cloud native applications, propose a  applications in the cloud,  and relate on our experience in porting a legacy application to the cloud applying cloud-native",
456,Understanding and addressing quality attributes of microservices architecture: A Systematic literature review,"['S Li', 'H Zhang', 'Z Jia', 'C Zhong', 'C Zhang', 'Z Shan']",2021,https://www.sciencedirect.com/science/article/pii/S0950584920301993,"the International Conference on Software Architecture (ICSA), which is the best known  conference related to software architecture in general and microservices architecture in particular,",
457,Challenges of Microservices Architecture: A Survey on the State of the Practice.,"['J Ghofrani', 'D Lübke']",2018,https://www.researchgate.net/profile/Christoph-Hochreiner/publication/324517504_Proceedings_of_the_10th_ZEUS_Workshop/links/5ad1c5e9458515c60f5054d3/Proceedings-of-the-10th-ZEUS-Workshop.pdf#page=8,"and collect challenges in microservices architecture. Therefore,  research and applications  of microservices architecture.  your goals when deciding on a microservice architecture?”. Fig.",
458,From monolithic architecture to microservices architecture,['L De Lauretis'],2019,https://ieeexplore.ieee.org/abstract/document/8990350/,"into microservices- by microservices architecture, such as scalability and maintainability.  Companies will be able to migrate their old monolith systems into more flexible microservices-",
459,A qualitative study of DevOps usage in practice,"['FMA Erich', 'C Amrit', 'M Daneva']",2017,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.1885,"We first came into contact with DevOps  of DevOps before that visit, but were intrigued by  how advanced the company was in adopting DevOps and by the described benefits of DevOps.",
460,Report: Devops literature review,"['F Erich', 'C Amrit', 'M Daneva']",2014,https://www.researchgate.net/profile/Chintan-Amrit/publication/267330992_Report_DevOps_Literature_Review/links/544ba33f0cf2bcc9b1d6bd8a/Report-DevOps-Literature-Review.pdf,We discovered that DevOps has not been adequately studied in scientific literature. There is   available on DevOps and the studies are often of low quality. We also found that DevOps is,
461,What is DevOps? A systematic mapping study on definitions and practices,"['R Jabbari', 'N bin Ali', 'K Petersen']",2016,https://dl.acm.org/doi/abs/10.1145/2962695.2962707,"Consequently, definitions of DevOps often  DevOps by exploring central components of  DevOps definitions reported in the literature, specifying practices explicitly proposed for DevOps",
462,On continuous integration/continuous delivery for automated deployment of machine learning models using mlops,"['S Garg', 'P Pundir', 'G Rathee', 'PK Gupta']",2021,https://ieeexplore.ieee.org/abstract/document/9723793/,"In recent years, model deployment in machine learning is observed to be an interesting area  of study. It can be seen as a process similar to the one established for traditional software",
463,"A Survey of Continuous Integration, Continuous Delivery and Continuos Deployment.","['S Bobrovskis', 'A Jurenoks']",2018,https://ceur-ws.org/Vol-2218/paper31.pdf,"In turn, technologies itself also augmented, and as a result, new practices have emerged,  namely continuous integration (CI), continuous delivery (CDE) and continuous deployment (CD",
464,"Continuous integration, delivery and deployment: a systematic review on approaches, tools, challenges and practices","['M Shahin', 'MA Babar', 'L Zhu']",2017,https://ieeexplore.ieee.org/abstract/document/7884954/,"This study focuses on only three software development activities: continuous integration,  continuous delivery and continuous deployment. Figure 1 shows the relationship between",
465,API Development,"['S Preibisch', 'Preibisch', 'McDermott']",2018,https://link.springer.com/content/pdf/10.1007/978-1-4842-4140-0.pdf,This book is about application programming interfaces (APIs) that provide access to enterprise  systems. This book is meant for anyone who is involved in API-based projects. The book,
466,A systematic review of API evolution literature,"['M Lamothe', 'YG Guéhéneuc', 'W Shang']",2021,https://dl.acm.org/doi/abs/10.1145/3470133,We recommend that API evolution researchers develop/use more common benchmarks  and systematic evaluation methodologies [145] to allow thorough comparisons against and,
467,Industry perspectives on process analytical technology: tools and applications in API development,"['A Chanda', 'AM Daly', 'DA Foley', 'MA LaPack']",2015,https://pubs.acs.org/doi/abs/10.1021/op400358b,API process workflow (process steps from raw material identification through to finished API)   how the pharmaceutical industry uses PAT tools in API development. The use of PAT can,
468,"Software quality engineering: testing, quality assurance, and quantifiable improvement",['J Tian'],2005,https://books.google.com/books?hl=en&lr=&id=7bv0EAAAQBAJ&oi=fnd&pg=PR18&dq=Software+Quality+Assurance&ots=F7F9dl5gi-&sig=2tSK33bDrO-n7usVdvEZFG4fguE,"activities, and the claims for high quality need to be supported  to quality, quality assurance  (QA), and quality engineering, and  With the quality assurance (QA) and quality engineering",
469,Software quality assurance: from theory to implementation,['D Galin'],2004,https://books.google.com/books?hl=en&lr=&id=p5jDETUc2K8C&oi=fnd&pg=PR17&dq=Software+Quality+Assurance&ots=ONGzBcLJ3K&sig=N67ILkMIVy6oPjJ1yDSeadsNhdo,", believe that had appropriate software quality assurance systems been applied to the project   of software quality assurance, an acceptable level of software quality can be achieved by:",
470,Handbook of software quality assurance,['G Schulmeyer'],2007,https://ieeexplore.ieee.org/abstract/document/9100418/,"quality  , software quality metrics recommendations, and software reliability, this invaluable  book serves as your a one-stop resource for complete and current software quality assurance",
471,An introduction to agile methods.,"['D Cohen', 'M Lindvall', 'P Costa']",2004,https://books.google.com/books?hl=en&lr=&id=N-06uoJ9iSsC&oi=fnd&pg=PA1&dq=Agile+Methodologies&ots=l8aZ5X0nXp&sig=BpgX7PiuF4qPrn7IHubFofCqOEo,"Agile Methods. As there is already much written about the motivations and aspirations of Agile  Methods ( well as the Agile Manifesto, a statement from the leaders of the Agile movement [",
472,A decade of agile methodologies: Towards explaining agile software development,"['T Dingsøyr', 'S Nerur', 'VG Balijepally', 'NB Moe']",2012,https://www.sciencedirect.com/science/article/pii/S0164121212000532,"of the state of research on XP and agile methods, the issue covered topics related to  adoption of agile methods, process improvement, XP, and the underlying assumptions of agile.",
473,Acceptance of agile methodologies: A critical review and conceptual framework,"['FKY Chan', 'JYL Thong']",2009,https://www.sciencedirect.com/science/article/pii/S0167923608002133,"This paper addresses what can be done to overcome the challenge to agile methodologies   and agile methodologies, and develop a conceptual framework for agile methodologies",
474,The scrum guide,"['K Schwaber', 'J Sutherland']",2011,https://billlewistraining.com/wp-content/uploads/2017/02/PMP-Agile-Study-Materials.pdf,"use of Scrum within an ever-growing complex world. We are humbled to see Scrum being  adopted  complex work, beyond software product development where Scrum has its roots. As",
475,Scrum development process,['K Schwaber'],1997,https://link.springer.com/chapter/10.1007/978-1-4471-0947-1_11,"SCRUM assumes that the systems development process is an unpredictable, complicated  process that can only be roughly described as an overall progression. SCRUM  SCRUM is an",
476,The scrum primer,"['P Deemer', 'G Benefield', 'C Larman']",2010,http://goodagile.com/scrumprimer/scrumprimer.pdf,"A note to readers: There are many concise descriptions of Scrum available online, and this   step in a Scrum education; teams that are considering adopting Scrum are advised to equip",
477,Variations of the kanban system: Literature review and classification,"['ML Junior', 'M Godinho Filho']",2010,https://www.sciencedirect.com/science/article/pii/S0925527310000198,"This paper reviews the literature regarding variations of the kanban system, ie the aim is to  study only the modified kanban systems. Thirty two different systems were studied and",
478,An overview of design and operational issues of kanban systems,"['MS Akturk', 'F Erhun']",1999,https://www.tandfonline.com/doi/abs/10.1080/002075499189808,<p>We present a literature review and classification of techniques to determine both the  design parameters and kanban sequences for just-in-time manufacturing systems. We,
479,Literature review of JIT-KANBAN system,"['C Sendil Kumar', 'R Panneerselvam']",2007,https://link.springer.com/article/10.1007/s00170-005-0340-2,"In this paper, JIT (Just-In-Time)-KANBAN literature survey was carried out and presented. The  introductory section deals with the philosophy of JIT, and the concept involved in the push",
480,Digital transformation: An overview of the current state of the art of research,"['S Kraus', 'P Jones', 'N Kailer', 'A Weinmann']",2021,https://journals.sagepub.com/doi/abs/10.1177/21582440211047576,the context of digital business transformation. Technology here  growing interest in digital  transformation and specifies the  three clusters found: digital business transformation—which is,
481,Understanding digital transformation: A review and a research agenda,['G Vial'],2021,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003008637-4/understanding-digital-transformation-gregory-vial,"aspects of digital transformation; however, we  digital transformation articulated across eight  building blocks. Our framework foregrounds digital transformation as a process where digital",
482,Roadmap for digital transformation: A literature review,"['F Zaoui', 'N Souissi']",2020,https://www.sciencedirect.com/science/article/pii/S1877050920317907,"a digital transformation process. This work allowed spotlighting the strategic character of the  digital transformation, and  roadmaps to build an alternative process to digital transformation.",
483,E-government: an overview,['SH Schelin'],2007,https://www.igi-global.com/chapter/government-overview/26885,E-government has been viewed in a variety of ways. One context for examining e-government  centers on recognition that e-government is more than just a shift in communication,
484,What is e-government,['R Silcock'],2001,https://academic.oup.com/pa/article-abstract/54/1/88/1462536,"Simply stated, e-Government is the use of technology to  must be aware that e-Government  affects every aspect of how  determine how much value e-Government can bring to citizens",
485,The world of e-government,"['GG Curtin', 'MH Sommer']",2003,https://www.tandfonline.com/doi/pdf/10.1300/J199v02n03_01,"in the concept of e-government. One thing we are sure of, though, is that e-government is far   As virtually all the contributors to this volume on e-government agree, e-government runs",
486,Smart grids,"['P Palensky', 'F Kupzog']",2013,https://www.annualreviews.org/content/journals/10.1146/annurev-environ-031312-102947,"bullet, that would lead to the smart grid. However, it is important to understand that we need  an entirely smart energy system, not just a smart grid. The grid, ie, transport and distribution",
487,Smart grids,"['N Hadjsaïd', 'JC Sabonnadière']",2013,https://books.google.com/books?hl=en&lr=&id=pHeRVx_5GMkC&oi=fnd&pg=PT15&dq=Smart+Grids&ots=Jp4FrLB6s_&sig=Geu0imdQRwttSba7x0U9aQiWqoc,"SmartGrids require cross-disciplinary competences as well as the capitalization of  expertise, since the future “smarter grid” will have to be built on the basis of existing power",
488,A comprehensive review on smart grids: Challenges and opportunities,"['JJ Moreno Escobar', 'O Morales Matamoros']",2021,https://www.mdpi.com/1424-8220/21/21/6978,"of Smart Grids. This work proposes a taxonomy of a large number of technologies in Smart  Grids and their applications in scenarios of Smart  , according Smart Grid Network Topologies,",
489,IoT based smart water management systems: A systematic review,"['M Singh', 'S Ahmed']",2021,https://www.sciencedirect.com/science/article/pii/S2214785320364701,"In this section, we propose an architecture for a smart water management system keeping  in  -time smart water management system that will record water level as well as water quality",
490,Smart water grid: the future water management platform,"['SW Lee', 'S Sarp', 'DJ Jeon', 'JH Kim']",2015,https://www.tandfonline.com/doi/abs/10.1080/19443994.2014.917887,"for smart water grids (SWGs) for use in water management platforms, which integrates  information and communication technology (ICT) into a single water management  global water",
491,Smart water management towards future water sustainable networks,"['HM Ramos', 'A McNabola', 'PA López-Jiménez']",2019,https://www.mdpi.com/2073-4441/12/1/58,water and energy use. A methodology is proposed and applied in a case study to analyze the  benefits to develop smart water  control of water losses in smart water management. These,
492,Smart transport,['A Bodhani'],2012,https://ieeexplore.ieee.org/abstract/document/6265452/,"Smarter transport systems are encouraging cities to enhance mobility, reduce emissions   TRANSPORT Smarter transport systems are encouraging cities to enhance mobility, reduce",
493,Smart transportation: an overview of technologies and applications,"['D Oladimeji', 'K Gupta', 'NA Kose', 'K Gundogan', 'L Ge']",2023,https://www.mdpi.com/1424-8220/23/8/3880,"enabling smart transportation,  in smart transportation, including cloud computing, edge  computing, and fog computing. Lastly, we outlined current challenges in the smart transportation",
494,Smart Transport in road transport infrastructure,"['SA Evtiukov', 'EV Kurakina']",2020,https://iopscience.iop.org/article/10.1088/1757-899X/832/1/012094/meta,One of the main components of a «smart city» is «smart transport» using latest  safety in  a «smart city» using IT technologies and UAVs — smart transport components results in fast,
495,Issues in sustainable transportation,"['T Litman', 'D Burwell']",2006,https://www.inderscienceonline.com/doi/abs/10.1504/IJGENVI.2006.010889,"transportation. This paper identifies issues related to the definition, evaluation and  of  sustainable transportation. Significant issues include the range of definitions of sustainability, the",
496,Sustainable transportation,"['H Gudmundsson', 'RP Hall', 'G Marsden']",2016,https://link.springer.com/content/pdf/10.1007/978-3-662-46924-8.pdf,"Having defined sustainable development and sustainable transportation and drawn a  boundary around what we consider to be a transportation system, Chap. 5 explores the",
497,Sustainable transportation: a US perspective,['WR Black'],1996,https://www.sciencedirect.com/science/article/pii/0966692396000208,The continued use of petroleum-based fuels for our transportation vehicles is not  sustainable since it will more than likely eliminate this fossil fuel within a human lifetime.,
498,Urban mobility scenarios until the 2030s,"['M Miskolczi', 'D Földes', 'A Munkacsy']",2021,https://www.sciencedirect.com/science/article/pii/S2210670721003139,"Therefore, it is necessary to synthesize previous research on future mobility  urban mobility.  The objective of this research is to better understand what major trends shape urban mobility",
499,Urban mobility in the developing world,['R Gakenheimer'],1999,https://www.sciencedirect.com/science/article/pii/S0965856499000051,"mobility in cities of the developing economies. It is a search for elements of strategies to deal  with rising motorization and falling mobility.  that problems of urban mobility are not generic,",
500,Urban mobility indexes: A brief review of the literature,"['PB Costa', 'GCM Neto', 'AI Bertolde']",2017,https://www.sciencedirect.com/science/article/pii/S2352146517306373,"on urban mobility, as well as on existing urban mobility rates,  depending on the existing  urban situation and the reality of each  application of methods aimed at improving urban mobility.",
501,Introduction to transportation systems,['J Sussman'],2000,https://trid.trb.org/View/653797,"the field of transportation systems. It will focus on the basic ideas; characterizing transportation  systems, defining transportation systems, defining transportation system components, and",
502,Transportation systems analysis: models and applications,['E Cascetta'],2009,https://books.google.com/books?hl=en&lr=&id=AbU69bKmVScC&oi=fnd&pg=PR5&dq=Transportation+Systems&ots=wUrclYoFMh&sig=i5w8BZvz5cjGaw3rxSAKPtAO9RQ,to transportation system project design and evaluation. This field of knowledge is known as  transportation systems engineering. The development of a transportation system project may,
503,Urban public transportation systems,['VR Vuchic'],2002,http://www.reconnectingamerica.org/assets/Uploads/20020114urbanpubtrsysVuchic.pdf,"transportation carries unrelated persons in the same vehicles. The former is predominantly  private transportation This chapter covers urban mass transit or public transport systems. First,",
504,Urban public transportation systems,['VR Vuchic'],2002,http://www.reconnectingamerica.org/assets/Uploads/20020114urbanpubtrsysVuchic.pdf,"This chapter covers urban mass transit or public transport systems. First, basic characteristics  of transit modes are defined, then their physical components are described. Further,",
505,Intelligent public transportation systems: A review of architectures and enabling technologies,"['S Elkosantini', 'S Darmoul']",2013,https://ieeexplore.ieee.org/abstract/document/6568465/,"which intelligent public transportation systems (IPTS) rely to control transportation networks.   Traveler Information Systems, Geographic Information Systems, Automatic Vehicle Location",
506,Public transportation,['J Pucher'],2004,https://trid.trb.org/View/756065,"Public Transportation This chapter describes how the impressive progress of public transit  in US  a greater balance in transportation systems so that public transportation, walking, and",
507,Vehicle automation and driving performance,"['NA Stanton', 'MS Young']",1998,https://www.tandfonline.com/doi/abs/10.1080/001401398186568,"The theme of vehicle automation is likely to receive increased attention from ergonomists and   vehicle automation, introduce diŒerent types of advanced vehicle systems and review the",
508,Road vehicle automation,"['G Meyer', 'S Beiker']",2019,https://link.springer.com/content/pdf/10.1007/978-3-319-40503-2.pdf,"perception, vehicle localization, and human interaction. Companies develop new vehicle and   in mixed traffic, the security of sensitive vehicle data, the need for a common language and",
509,Sub-systems on the road to vehicle automation: Hands and feet free but not 'mind'free driving,"['VA Banks', 'NA Stanton', 'C Harvey']",2014,https://www.sciencedirect.com/science/article/pii/S0925753513002397,"control via a system of transitional, contextual, automation modes offers the potential conduit  for conceptualising the future of vehicle automation. For the foreseeable future at least, the",
510,Understanding autonomous vehicles,"['A Faisal', 'M Kamruzzaman', 'T Yigitcanlar']",2019,https://www.jstor.org/stable/26911258,"It concludes by advocating the necessity of preparing our cities for autonomous vehicles,   tag of (“autonomous vehicle” OR “automated vehicle” OR “driverless car” OR “self-driving car”)",
511,"A review on autonomous vehicles: Progress, methods and challenges","['D Parekh', 'N Poddar', 'A Rajpurkar', 'M Chahal', 'N Kumar']",2022,https://www.mdpi.com/2079-9292/11/14/2162,"We can conclude that autonomous vehicles are the way of the future, and vehicles with   Despite the enormous advances in these past years with autonomous technology, we think it is",
512,Safety of autonomous vehicles,"['J Wang', 'L Zhang', 'Y Huang']",2020,https://onlinelibrary.wiley.com/doi/abs/10.1155/2020/8867757,"and emissions, autonomous driving  autonomous vehicle (AV, ie, automated or self-driving  vehicle) equipped with advanced technologies assists a human driver or to control the vehicle",
513,"Traffic management systems: A classification, review, challenges, and future perspectives","['AM De Souza', 'CARL Brennand']",2017,https://journals.sagepub.com/doi/abs/10.1177/1550147716683612,"TMSs including traffic light management, congestion detection, route suggestion, and speed  adjustment. Finally, section “Qualitative analysis of traffic management systems” presents a",
514,Advanced traffic management systems: an overview and a development strategy,"['M Shahgholian', 'D Gharavian']",2018,https://arxiv.org/abs/1810.02530,"that the advanced traffic management systems (ATMS) are based on four main sections.  These four sections include traffic information, traffic assignment, traffic optimization, and traffic",
515,A communications-oriented perspective on traffic management systems for smart cities: Challenges and innovative approaches,"['S Djahel', 'R Doolan', 'GM Muntean']",2014,https://ieeexplore.ieee.org/abstract/document/6857980/,"road traffic management authorities in relation to traffic congestion,  to make the existing road  Traffic Management Systems (TMS)  fast and more accurate traffic congestion detection and",
516,Infrastructure planning,"['JV Parkin', 'D Sharma']",1999,https://books.google.com/books?hl=en&lr=&id=UGmju1KrbegC&oi=fnd&pg=PA1&dq=Infrastructure+Planning&ots=9Bv-JOoNy1&sig=_ggb6rOBlgK2gXYxqOw-eEaKbHo,"we can assert that an infrastructure plan is in the public  infrastructure plans as well as  regional or project plans? Perhaps. Certainly, we are not advocating a Soviet style of national plan",
517,Green infrastructure planning principles: An integrated literature review,"['R Monteiro', 'JC Ferreira', 'P Antunes']",2020,https://www.mdpi.com/2073-445X/9/12/525,"planning. For these reasons, the purpose of this research is to identify green infrastructure  planning  , in order to identify the principles that green infrastructure must consider to promote",
518,Ubiquitous urban infrastructure: Infrastructure planning and development in Korea,"['SH Lee', 'T Yigitcanlar', 'JH Han', 'YT Leem']",2008,https://www.tandfonline.com/doi/abs/10.5172/impp.453.10.2-3.282,infrastructure refers to an urban infrastructure  infrastructure planning and development in  the Republic of Korea and discusses the potential positive effects of ubiquitous infrastructure,
519,City resilience framework,['CR Index'],2014,https://preparecenter.org/sites/default/files/arup_rockefeller_resilient_cities_report.pdf,"for articulating city resilience that the Foundation was looking for, to underpin the City  Resilience Index. It has already proven useful in the agenda-setting workshops in cities across the",
520,Defining the roadmap towards city resilience,"['L Labaka', 'P Maraña', 'R Giménez']",2019,https://www.sciencedirect.com/science/article/pii/S004016251831182X,", and cooperation) that were identified from a literature review in field of the city resilience.   the state of the art on city resilience frameworks and city resilience dimensions, and it explains",
521,From resilience attributes to city resilience,"['E Rodríguez-Izquierdo', 'A Cid']",2022,https://www.sciencedirect.com/science/article/pii/S0169204622001347,to examine the application of resilience attributes in resilience public policy. We apply our   of the Resilience Strategy developed for Mexico City under the 100 Resilient Cities Program.,
522,Social innovation,"['T Osburg', 'R Schmidpeter']",2013,https://link.springer.com/content/pdf/10.1007/978-3-642-36540-9.pdf,Social Fund in particular contribute to Member States’ efforts in strengthening social and  territorial cohesion through social innovation. This  of successful policy innovations as well as to,
523,The process of social innovation,['G Mulgan'],2006,https://resources.equityinitiative.org/bitstream/handle/ei/252/itgg.2006.1.2.145.pdf?sequence=1,of social innovation and it outlines the frameworks we have developed for understanding  how to accelerate social innovation and how to improve the chances of new ideas succeeding.,
524,The dynamics of social innovation,['HP Young'],2011,https://www.pnas.org/doi/abs/10.1073/pnas.1100973108,social innovations often exhibit increasing returns. Indeed this property is characteristic of  social innovations This property is of course not limited to social innovations; it is also a feature,
525,Education between govtech and civic tech,"['M Yoshida', 'T Thammetar']",2021,https://www.learntechlib.org/p/220005/,"are often described as Civic Tech (an abbreviation of the phrase “civic technology”). The  term “Civic Tech” is used to refer to civic products—such as web applications, civic portals, and",
526,The design of civic technology: Factors that influence public participation and impact,"['A May', 'T Ross']",2018,https://www.tandfonline.com/doi/abs/10.1080/00140139.2017.1349939,"This paper reports on a mixed-methods study of a civic tech platform that  civic tech platform,  FixMyTransport. The key findings were that: an effective and easy-to-use civic technology",
527,"Data, design and civics: An exploratory study of civic tech","['K Boehner', 'C DiSalvo']",2016,https://dl.acm.org/doi/abs/10.1145/2858036.2858326,"we shape technology for, and in turn how technology  civic leaders in a large US city  conceptualize civic tech, in particular, how they approach the intersection of data, design and civics.",
528,The methodology of participatory design,['C Spinuzzi'],2005,https://www.ingentaconnect.com/content/stc/tc/2005/00000052/00000002/art00005,"I first define and describe what participatory design research is. I describe participatory  design research in terms of its paradigm, methodology, research design, and methods. With this",
529,Participatory design: Issues and concerns,"['F Kensing', 'J Blomberg']",1998,https://link.springer.com/article/10.1023/A:1008689307411,"Participatory Design (PD) as a maturing area of research and as an evolving practice among  design professionals. Although PD has been applied outside of technology design, here",
530,Participatory design: Principles and practices,"['D Schuler', 'A Namioka']",1993,https://books.google.com/books?hl=en&lr=&id=pWOEk6Sk4YkC&oi=fnd&pg=PR7&dq=Participatory+Design&ots=p-BvntxePe&sig=YUTtDw2jBOpGWfwseLanMa9-DYg,of scholars and practitioners of participatory systems design. Many of  design. As a result  the collection is characterized less by any single theory or technique that is Participatory Design,
531,The theory of environmental policy,['WJ Baumol'],1988,https://books.google.com/books?hl=en&lr=&id=32-r0N8l9BgC&oi=fnd&pg=PR7&dq=Environmental+Policy&ots=P3P4hAGZpO&sig=mURXxILClOw42gA9DX-IZiuj6nk,The theory of environmental policy The theory of environmental policy,
532,Environmental policy and politics,['ME Kraft'],2021,https://www.taylorfrancis.com/books/mono/10.4324/9781003106265/environmental-policy-politics-michael-kraft,to some semblance of normality in environmental policies. They were even more eager to   redesign those policies so they can respond more effectively to the environmental and energy,
533,Making environmental policy,['DJ Fiorino'],2023,https://books.google.com/books?hl=en&lr=&id=FCYzE4sXFa0C&oi=fnd&pg=PR9&dq=Environmental+Policy&ots=jooAmMmM_M&sig=7CnGqgSZYWagDzsjYW7wS4T_bwg,"an environmental policy: institutions, strategies, rules, and methods for making choices and  carrying them out. The United States does have an environmental policy, and that policy is",
